Trimestre,Estado,Ingreso en millones de dolares,Zona
01/07/2003,Sonora,35.8036,Norte
01/10/2003,Sonora,33.0345,Norte
01/01/2004,Sonora,35.7754,Norte
01/04/2004,Sonora,45.7665,Norte
01/07/2004,Sonora,46.1227,Norte
01/10/2004,Sonora,42.7561,Norte
01/01/2005,Sonora,62.7161,Norte
01/04/2005,Sonora,81.6243,Norte
01/07/2005,Sonora,76.4806,Norte
01/10/2005,Sonora,73.9052,Norte
01/01/2006,Sonora,86.2704,Norte
01/04/2006,Sonora,92.2918,Norte
01/07/2006,Sonora,77.3179,Norte
01/10/2006,Sonora,70.0857,Norte
01/01/2007,Sonora,77.4321,Norte
01/04/2007,Sonora,91.6572,Norte
01/07/2007,Sonora,87.0194,Norte
01/10/2007,Sonora,76.2324,Norte
01/01/2008,Sonora,77.8833,Norte
01/04/2008,Sonora,89.8568,Norte
01/07/2008,Sonora,76.4314,Norte
01/10/2008,Sonora,66.784,Norte
01/01/2009,Sonora,69.8534,Norte
01/04/2009,Sonora,75.9683,Norte
01/07/2009,Sonora,71.6559,Norte
01/10/2009,Sonora,61.2254,Norte
01/01/2010,Sonora,67.8625,Norte
01/04/2010,Sonora,76.2862,Norte
01/07/2010,Sonora,72.2103,Norte
01/10/2010,Sonora,75.6607,Norte
01/01/2011,Sonora,82.3034,Norte
01/04/2011,Sonora,86.5791,Norte
01/07/2011,Sonora,81.6954,Norte
01/10/2011,Sonora,76.3377,Norte
01/01/2012,Sonora,82.7191,Norte
01/04/2012,Sonora,91.6153,Norte
01/07/2012,Sonora,77.3882,Norte
01/10/2012,Sonora,75.0361,Norte
01/01/2013,Sonora,80.2588,Norte
01/04/2013,Sonora,94.0096,Norte
01/07/2013,Sonora,84.2469,Norte
01/10/2013,Sonora,82.6413,Norte
01/01/2014,Sonora,79.6202,Norte
01/04/2014,Sonora,89.1743,Norte
01/07/2014,Sonora,83.348,Norte
01/10/2014,Sonora,84.9692,Norte
01/01/2015,Sonora,85.1597,Norte
01/04/2015,Sonora,123.7923,Norte
01/07/2015,Sonora,95.3014,Norte
01/10/2015,Sonora,94.7861,Norte
01/01/2016,Sonora,99.5117,Norte
01/04/2016,Sonora,113.0398,Norte
01/07/2016,Sonora,101.7854,Norte
01/10/2016,Sonora,98.8292,Norte
01/01/2017,Sonora,99.9937,Norte
01/04/2017,Sonora,111.1176,Norte
01/07/2017,Sonora,115.304,Norte
01/10/2017,Sonora,121.6983,Norte
01/01/2018,Sonora,112.0583,Norte
01/04/2018,Sonora,141.0912,Norte
01/07/2018,Sonora,134.2599,Norte
01/10/2018,Sonora,142.8893,Norte
01/01/2019,Sonora,132.3228,Norte
01/04/2019,Sonora,156.4886,Norte
01/07/2019,Sonora,155.8952,Norte
01/10/2019,Sonora,148.2481,Norte
01/01/2020,Sonora,154.8999,Norte
01/04/2020,Sonora,183.7527,Norte
01/07/2020,Sonora,189.5668,Norte
01/10/2020,Sonora,179.7736,Norte
01/01/2021,Sonora,185.2031,Norte
01/04/2021,Sonora,226.1289,Norte
01/01/2003,Tabasco,17.3948,Sur
01/04/2003,Tabasco,21.6538,Sur
01/07/2003,Tabasco,23.3703,Sur
01/10/2003,Tabasco,23.4745,Sur
01/01/2004,Tabasco,20.2184,Sur
01/04/2004,Tabasco,27.8028,Sur
01/07/2004,Tabasco,29.571,Sur
01/10/2004,Tabasco,27.6926,Sur
01/01/2005,Tabasco,30.4254,Sur
01/04/2005,Tabasco,41.0172,Sur
01/07/2005,Tabasco,42.4056,Sur
01/10/2005,Tabasco,42.6102,Sur
01/01/2006,Tabasco,42.2574,Sur
01/04/2006,Tabasco,51.5967,Sur
01/07/2006,Tabasco,49.0842,Sur
01/10/2006,Tabasco,44.9006,Sur
01/01/2007,Tabasco,41.3904,Sur
01/04/2007,Tabasco,48.5989,Sur
01/07/2007,Tabasco,49.6426,Sur
01/10/2007,Tabasco,43.1923,Sur
01/01/2008,Tabasco,37.1659,Sur
01/04/2008,Tabasco,44.3609,Sur
01/07/2008,Tabasco,39.6832,Sur
01/10/2008,Tabasco,34.8073,Sur
01/01/2009,Tabasco,30.4462,Sur
01/04/2009,Tabasco,30.8374,Sur
01/07/2009,Tabasco,28.6507,Sur
01/10/2009,Tabasco,24.4774,Sur
01/01/2010,Tabasco,25.7252,Sur
01/04/2010,Tabasco,31.085,Sur
01/07/2010,Tabasco,29.075,Sur
01/10/2010,Tabasco,25.4575,Sur
01/01/2011,Tabasco,25.4771,Sur
01/04/2011,Tabasco,30.7569,Sur
01/07/2011,Tabasco,29.7844,Sur
01/10/2011,Tabasco,25.7101,Sur
01/01/2012,Tabasco,27.0595,Sur
01/04/2012,Tabasco,32.2949,Sur
01/07/2012,Tabasco,27.1435,Sur
01/10/2012,Tabasco,24.7656,Sur
01/01/2013,Tabasco,25.6197,Sur
01/04/2013,Tabasco,34.0058,Sur
01/07/2013,Tabasco,30.0632,Sur
01/10/2013,Tabasco,27.486,Sur
01/01/2014,Tabasco,30.2263,Sur
01/04/2014,Tabasco,37.9016,Sur
01/07/2014,Tabasco,31.5805,Sur
01/10/2014,Tabasco,31.2547,Sur
01/01/2015,Tabasco,28.4479,Sur
01/04/2015,Tabasco,84.8113,Sur
01/07/2015,Tabasco,34.1979,Sur
01/10/2015,Tabasco,33.6508,Sur
01/01/2016,Tabasco,32.3373,Sur
01/04/2016,Tabasco,40.1485,Sur
01/07/2016,Tabasco,39.8209,Sur
01/10/2016,Tabasco,41.868,Sur
01/01/2017,Tabasco,37.4872,Sur
01/04/2017,Tabasco,39.7234,Sur
01/07/2017,Tabasco,43.3051,Sur
01/10/2017,Tabasco,44.2654,Sur
01/01/2018,Tabasco,42.3217,Sur
01/04/2018,Tabasco,54.1946,Sur
01/07/2018,Tabasco,54.0017,Sur
01/10/2018,Tabasco,57.6945,Sur
01/01/2019,Tabasco,59.6536,Sur
01/04/2019,Tabasco,79.8031,Sur
01/07/2019,Tabasco,62.6929,Sur
01/10/2019,Tabasco,49.5461,Sur
01/01/2020,Tabasco,59.0307,Sur
01/04/2020,Tabasco,56.2194,Sur
01/07/2020,Tabasco,86.5798,Sur
01/10/2020,Tabasco,77.6601,Sur
01/01/2021,Tabasco,86.5801,Sur
01/04/2021,Tabasco,108.5302,Sur
01/01/2003,Tamaulipas,49.4152,Norte
01/04/2003,Tamaulipas,59.2699,Norte
01/07/2003,Tamaulipas,65.1417,Norte
01/10/2003,Tamaulipas,60.636,Norte
01/01/2004,Tamaulipas,57.9866,Norte
01/04/2004,Tamaulipas,77.5918,Norte
01/07/2004,Tamaulipas,78.5468,Norte
01/10/2004,Tamaulipas,69.978,Norte
01/01/2005,Tamaulipas,85.8051,Norte
01/04/2005,Tamaulipas,115.4852,Norte
01/07/2005,Tamaulipas,113.909,Norte
01/10/2005,Tamaulipas,110.1342,Norte
01/01/2006,Tamaulipas,116.3313,Norte
01/04/2006,Tamaulipas,135.3509,Norte
01/07/2006,Tamaulipas,127.3751,Norte
01/10/2006,Tamaulipas,117.6697,Norte
01/01/2007,Tamaulipas,113.4882,Norte
01/04/2007,Tamaulipas,141.027,Norte
01/07/2007,Tamaulipas,138.9266,Norte
01/10/2007,Tamaulipas,123.2447,Norte
01/01/2008,Tamaulipas,117.667,Norte
01/04/2008,Tamaulipas,137.6185,Norte
01/07/2008,Tamaulipas,128.3367,Norte
01/10/2008,Tamaulipas,116.8892,Norte
01/01/2009,Tamaulipas,104.4858,Norte
01/04/2009,Tamaulipas,109.2808,Norte
01/07/2009,Tamaulipas,108.3877,Norte
01/10/2009,Tamaulipas,92.8093,Norte
01/01/2010,Tamaulipas,87.9904,Norte
01/04/2010,Tamaulipas,112.806,Norte
01/07/2010,Tamaulipas,104.6083,Norte
01/10/2010,Tamaulipas,96.8922,Norte
01/01/2011,Tamaulipas,95.1302,Norte
01/04/2011,Tamaulipas,119.6336,Norte
01/07/2011,Tamaulipas,120.5552,Norte
01/10/2011,Tamaulipas,109.9808,Norte
01/01/2012,Tamaulipas,112.232,Norte
01/04/2012,Tamaulipas,139.1467,Norte
01/07/2012,Tamaulipas,121.9626,Norte
01/10/2012,Tamaulipas,112.1456,Norte
01/01/2013,Tamaulipas,146.1904,Norte
01/04/2013,Tamaulipas,195.388,Norte
01/07/2013,Tamaulipas,190.3911,Norte
01/10/2013,Tamaulipas,177.3135,Norte
01/01/2014,Tamaulipas,200.7822,Norte
01/04/2014,Tamaulipas,261.355,Norte
01/07/2014,Tamaulipas,190.8365,Norte
01/10/2014,Tamaulipas,180.1877,Norte
01/01/2015,Tamaulipas,142.7201,Norte
01/04/2015,Tamaulipas,185.8193,Norte
01/07/2015,Tamaulipas,180.1627,Norte
01/10/2015,Tamaulipas,167.9256,Norte
01/01/2016,Tamaulipas,147.7233,Norte
01/04/2016,Tamaulipas,172.9974,Norte
01/07/2016,Tamaulipas,168.0992,Norte
01/10/2016,Tamaulipas,164.7461,Norte
01/01/2017,Tamaulipas,155.1009,Norte
01/04/2017,Tamaulipas,179.3017,Norte
01/07/2017,Tamaulipas,194.6466,Norte
01/10/2017,Tamaulipas,199.4262,Norte
01/01/2018,Tamaulipas,171.2805,Norte
01/04/2018,Tamaulipas,215.7391,Norte
01/07/2018,Tamaulipas,212.9237,Norte
01/10/2018,Tamaulipas,203.9923,Norte
01/01/2019,Tamaulipas,185.8173,Norte
01/04/2019,Tamaulipas,233.2332,Norte
01/07/2019,Tamaulipas,237.0264,Norte
01/10/2019,Tamaulipas,216.9594,Norte
01/01/2020,Tamaulipas,205.6261,Norte
01/04/2020,Tamaulipas,238.4113,Norte
01/07/2020,Tamaulipas,260.6096,Norte
01/10/2020,Tamaulipas,239.9046,Norte
01/01/2021,Tamaulipas,235.3452,Norte
01/04/2021,Tamaulipas,295.0993,Norte
01/01/2003,Tlaxcala,28.7751,CentroSur
01/04/2003,Tlaxcala,37.302,CentroSur
01/07/2003,Tlaxcala,41.8739,CentroSur
01/10/2003,Tlaxcala,41.2394,CentroSur
01/01/2004,Tlaxcala,35.4409,CentroSur
01/04/2004,Tlaxcala,47.0415,CentroSur
01/07/2004,Tlaxcala,56.3409,CentroSur
01/10/2004,Tlaxcala,46.2692,CentroSur
01/01/2005,Tlaxcala,41.3286,CentroSur
01/04/2005,Tlaxcala,57.3201,CentroSur
01/07/2005,Tlaxcala,63.8884,CentroSur
01/10/2005,Tlaxcala,58.5633,CentroSur
01/01/2006,Tlaxcala,54.08,CentroSur
01/04/2006,Tlaxcala,72.3303,CentroSur
01/07/2006,Tlaxcala,76.5805,CentroSur
01/10/2006,Tlaxcala,67.6929,CentroSur
01/01/2007,Tlaxcala,61.3728,CentroSur
01/04/2007,Tlaxcala,78.5077,CentroSur
01/07/2007,Tlaxcala,87.2706,CentroSur
01/10/2007,Tlaxcala,76.1505,CentroSur
01/01/2008,Tlaxcala,64.1296,CentroSur
01/04/2008,Tlaxcala,80.5376,CentroSur
01/07/2008,Tlaxcala,84.2466,CentroSur
01/10/2008,Tlaxcala,76.2925,CentroSur
01/01/2009,Tlaxcala,60.8023,CentroSur
01/04/2009,Tlaxcala,67.1839,CentroSur
01/07/2009,Tlaxcala,71.9896,CentroSur
01/10/2009,Tlaxcala,58.884,CentroSur
01/01/2010,Tlaxcala,52.0879,CentroSur
01/04/2010,Tlaxcala,69.9081,CentroSur
01/07/2010,Tlaxcala,73.9488,CentroSur
01/10/2010,Tlaxcala,62.5753,CentroSur
01/01/2011,Tlaxcala,57.3454,CentroSur
01/04/2011,Tlaxcala,72.922,CentroSur
01/07/2011,Tlaxcala,80.313,CentroSur
01/10/2011,Tlaxcala,63.9656,CentroSur
01/01/2012,Tlaxcala,58.2083,CentroSur
01/04/2012,Tlaxcala,72.8836,CentroSur
01/07/2012,Tlaxcala,64.9322,CentroSur
01/10/2012,Tlaxcala,57.2127,CentroSur
01/01/2013,Tlaxcala,46.2452,CentroSur
01/04/2013,Tlaxcala,58.6031,CentroSur
01/07/2013,Tlaxcala,59.6653,CentroSur
01/10/2013,Tlaxcala,52.5558,CentroSur
01/01/2014,Tlaxcala,45.9429,CentroSur
01/04/2014,Tlaxcala,56.0366,CentroSur
01/07/2014,Tlaxcala,61.4405,CentroSur
01/10/2014,Tlaxcala,55.4379,CentroSur
01/01/2015,Tlaxcala,48.4601,CentroSur
01/04/2015,Tlaxcala,130.2564,CentroSur
01/07/2015,Tlaxcala,63.8779,CentroSur
01/10/2015,Tlaxcala,54.5097,CentroSur
01/01/2016,Tlaxcala,49.2795,CentroSur
01/04/2016,Tlaxcala,59.9378,CentroSur
01/07/2016,Tlaxcala,65.4381,CentroSur
01/10/2016,Tlaxcala,58.516,CentroSur
01/01/2017,Tlaxcala,54.0892,CentroSur
01/04/2017,Tlaxcala,63.0229,CentroSur
01/07/2017,Tlaxcala,68.4517,CentroSur
01/10/2017,Tlaxcala,63.9974,CentroSur
01/01/2018,Tlaxcala,51.715,CentroSur
01/04/2018,Tlaxcala,68.0039,CentroSur
01/07/2018,Tlaxcala,69.9106,CentroSur
01/10/2018,Tlaxcala,66.15,CentroSur
01/01/2019,Tlaxcala,54.0557,CentroSur
01/04/2019,Tlaxcala,68.3023,CentroSur
01/07/2019,Tlaxcala,72.8041,CentroSur
01/10/2019,Tlaxcala,61.4573,CentroSur
01/01/2020,Tlaxcala,53.6448,CentroSur
01/04/2020,Tlaxcala,55.0363,CentroSur
01/07/2020,Tlaxcala,70.7083,CentroSur
01/10/2020,Tlaxcala,64.7993,CentroSur
01/01/2021,Tlaxcala,59.1665,CentroSur
01/04/2021,Tlaxcala,78.8338,CentroSur
01/01/2003,Veracruz,209.5491,Sur
01/04/2003,Veracruz,255.6134,Sur
01/07/2003,Veracruz,263.1958,Sur
01/10/2003,Veracruz,270.8241,Sur
01/01/2004,Veracruz,233.0826,Sur
01/04/2004,Veracruz,312.2909,Sur
01/07/2004,Veracruz,322.8215,Sur
01/10/2004,Veracruz,299.8576,Sur
01/01/2005,Veracruz,279.4688,Sur
01/04/2005,Veracruz,360.141,Sur
01/07/2005,Veracruz,365.6277,Sur
01/10/2005,Veracruz,368.2441,Sur
01/01/2006,Veracruz,366.8171,Sur
01/04/2006,Veracruz,463.0845,Sur
01/07/2006,Veracruz,437.5936,Sur
01/10/2006,Veracruz,413.2864,Sur
01/01/2007,Veracruz,392.4725,Sur
01/04/2007,Veracruz,462.0967,Sur
01/07/2007,Veracruz,493.1091,Sur
01/10/2007,Veracruz,428.0511,Sur
01/01/2008,Veracruz,375.2192,Sur
01/04/2008,Veracruz,444.3432,Sur
01/07/2008,Veracruz,411.1512,Sur
01/10/2008,Veracruz,387.5952,Sur
01/01/2009,Veracruz,341.1452,Sur
01/04/2009,Veracruz,344.5329,Sur
01/07/2009,Veracruz,327.0306,Sur
01/10/2009,Veracruz,283.594,Sur
01/01/2010,Veracruz,280.9259,Sur
01/04/2010,Veracruz,346.9656,Sur
01/07/2010,Veracruz,324.0038,Sur
01/10/2010,Veracruz,285.5419,Sur
01/01/2011,Veracruz,291.7779,Sur
01/04/2011,Veracruz,353.3386,Sur
01/07/2011,Veracruz,339.6058,Sur
01/10/2011,Veracruz,288.3641,Sur
01/01/2012,Veracruz,288.3006,Sur
01/04/2012,Veracruz,349.7124,Sur
01/07/2012,Veracruz,275.3337,Sur
01/10/2012,Veracruz,262.663,Sur
01/01/2013,Veracruz,237.4112,Sur
01/04/2013,Veracruz,290.9245,Sur
01/07/2013,Veracruz,261.6828,Sur
01/10/2013,Veracruz,237.6371,Sur
01/01/2014,Veracruz,234.8284,Sur
01/04/2014,Veracruz,278.7559,Sur
01/07/2014,Veracruz,271.0018,Sur
01/10/2014,Veracruz,262.8266,Sur
01/01/2015,Veracruz,249.183,Sur
01/04/2015,Veracruz,264.9429,Sur
01/07/2015,Veracruz,285.9105,Sur
01/10/2015,Veracruz,261.4512,Sur
01/01/2016,Veracruz,259.9767,Sur
01/04/2016,Veracruz,294.4425,Sur
01/07/2016,Veracruz,283.4936,Sur
01/10/2016,Veracruz,286.0538,Sur
01/01/2017,Veracruz,303.8808,Sur
01/04/2017,Veracruz,327.7677,Sur
01/07/2017,Veracruz,326.0549,Sur
01/10/2017,Veracruz,328.5469,Sur
01/01/2018,Veracruz,289.5411,Sur
01/04/2018,Veracruz,373.7803,Sur
01/07/2018,Veracruz,358.8188,Sur
01/10/2018,Veracruz,361.5219,Sur
01/01/2019,Veracruz,324.0366,Sur
01/04/2019,Veracruz,397.0494,Sur
01/07/2019,Veracruz,417.209,Sur
01/10/2019,Veracruz,373.3032,Sur
01/01/2020,Veracruz,368.2978,Sur
01/04/2020,Veracruz,378.6018,Sur
01/07/2020,Veracruz,448.2654,Sur
01/10/2020,Veracruz,419.0197,Sur
01/01/2021,Veracruz,401.3375,Sur
01/04/2021,Veracruz,506.9472,Sur
01/01/2003,Yucatán,12.1488,Sur
01/04/2003,Yucatán,14.2889,Sur
01/07/2003,Yucatán,17.0359,Sur
01/10/2003,Yucatán,16.9372,Sur
01/01/2004,Yucatán,15.8887,Sur
01/04/2004,Yucatán,19.5704,Sur
01/07/2004,Yucatán,20.3736,Sur
01/10/2004,Yucatán,19.9137,Sur
01/01/2005,Yucatán,19.8693,Sur
01/04/2005,Yucatán,23.8946,Sur
01/07/2005,Yucatán,24.3301,Sur
01/10/2005,Yucatán,26.043,Sur
01/01/2006,Yucatán,26.3358,Sur
01/04/2006,Yucatán,30.9908,Sur
01/07/2006,Yucatán,32.2582,Sur
01/10/2006,Yucatán,32.4936,Sur
01/01/2007,Yucatán,31.3431,Sur
01/04/2007,Yucatán,34.355,Sur
01/07/2007,Yucatán,36.1851,Sur
01/10/2007,Yucatán,34.8684,Sur
01/01/2008,Yucatán,33.2093,Sur
01/04/2008,Yucatán,37.0123,Sur
01/07/2008,Yucatán,34.192,Sur
01/10/2008,Yucatán,31.7089,Sur
01/01/2009,Yucatán,28.0287,Sur
01/04/2009,Yucatán,28.8244,Sur
01/07/2009,Yucatán,27.5886,Sur
01/10/2009,Yucatán,25.4941,Sur
01/01/2010,Yucatán,27.3113,Sur
01/04/2010,Yucatán,29.4348,Sur
01/07/2010,Yucatán,29.1213,Sur
01/10/2010,Yucatán,26.8253,Sur
01/01/2011,Yucatán,27.47,Sur
01/04/2011,Yucatán,30.8103,Sur
01/07/2011,Yucatán,31.25,Sur
01/10/2011,Yucatán,28.2787,Sur
01/01/2012,Yucatán,29.1033,Sur
01/04/2012,Yucatán,32.0434,Sur
01/07/2012,Yucatán,29.0815,Sur
01/10/2012,Yucatán,28.9653,Sur
01/01/2013,Yucatán,29.807,Sur
01/04/2013,Yucatán,33.9141,Sur
01/07/2013,Yucatán,31.8192,Sur
01/10/2013,Yucatán,29.887,Sur
01/01/2014,Yucatán,30.3664,Sur
01/04/2014,Yucatán,32.9035,Sur
01/07/2014,Yucatán,33.4575,Sur
01/10/2014,Yucatán,32.5927,Sur
01/01/2015,Yucatán,32.4857,Sur
01/04/2015,Yucatán,39.5789,Sur
01/07/2015,Yucatán,35.0306,Sur
01/10/2015,Yucatán,32.9391,Sur
01/01/2016,Yucatán,32.7958,Sur
01/04/2016,Yucatán,36.6573,Sur
01/07/2016,Yucatán,36.9965,Sur
01/10/2016,Yucatán,36.3434,Sur
01/01/2017,Yucatán,41.0515,Sur
01/04/2017,Yucatán,45.2117,Sur
01/07/2017,Yucatán,47.2523,Sur
01/10/2017,Yucatán,47.4661,Sur
01/01/2018,Yucatán,45.0797,Sur
01/04/2018,Yucatán,54.234,Sur
01/07/2018,Yucatán,51.9384,Sur
01/10/2018,Yucatán,54.2537,Sur
01/01/2019,Yucatán,48.5296,Sur
01/04/2019,Yucatán,56.7025,Sur
01/07/2019,Yucatán,59.1506,Sur
01/10/2019,Yucatán,57.1004,Sur
01/01/2020,Yucatán,58.3251,Sur
01/04/2020,Yucatán,45.4005,Sur
01/07/2020,Yucatán,74.3865,Sur
01/10/2020,Yucatán,65.5741,Sur
01/01/2021,Yucatán,66.1321,Sur
01/04/2021,Yucatán,83.3338,Sur
01/01/2003,Zacatecas,85.7964,CentroNorte
01/04/2003,Zacatecas,105.5812,CentroNorte
01/07/2003,Zacatecas,107.3841,CentroNorte
01/10/2003,Zacatecas,103.6052,CentroNorte
01/01/2004,Zacatecas,101.06,CentroNorte
01/04/2004,Zacatecas,133.6355,CentroNorte
01/07/2004,Zacatecas,131.3582,CentroNorte
01/10/2004,Zacatecas,118.5583,CentroNorte
01/01/2005,Zacatecas,114.2931,CentroNorte
01/04/2005,Zacatecas,146.3476,CentroNorte
01/07/2005,Zacatecas,141.5848,CentroNorte
01/10/2005,Zacatecas,138.2595,CentroNorte
01/01/2006,Zacatecas,148.0112,CentroNorte
01/04/2006,Zacatecas,185.3214,CentroNorte
01/07/2006,Zacatecas,174.4959,CentroNorte
01/10/2006,Zacatecas,159.8963,CentroNorte
01/01/2007,Zacatecas,158.6429,CentroNorte
01/04/2007,Zacatecas,184.2364,CentroNorte
01/07/2007,Zacatecas,180.4492,CentroNorte
01/10/2007,Zacatecas,164.0864,CentroNorte
01/01/2008,Zacatecas,155.046,CentroNorte
01/04/2008,Zacatecas,191.5485,CentroNorte
01/07/2008,Zacatecas,168.9793,CentroNorte
01/10/2008,Zacatecas,165.977,CentroNorte
01/01/2009,Zacatecas,154.2323,CentroNorte
01/04/2009,Zacatecas,154.482,CentroNorte
01/07/2009,Zacatecas,139.7735,CentroNorte
01/10/2009,Zacatecas,124.8077,CentroNorte
01/01/2010,Zacatecas,136.8111,CentroNorte
01/04/2010,Zacatecas,158.6751,CentroNorte
01/07/2010,Zacatecas,148.5753,CentroNorte
01/10/2010,Zacatecas,137.6504,CentroNorte
01/01/2011,Zacatecas,142.615,CentroNorte
01/04/2011,Zacatecas,168.0181,CentroNorte
01/07/2011,Zacatecas,165.3853,CentroNorte
01/10/2011,Zacatecas,149.4344,CentroNorte
01/01/2012,Zacatecas,152.9931,CentroNorte
01/04/2012,Zacatecas,187.3337,CentroNorte
01/07/2012,Zacatecas,158.8864,CentroNorte
01/10/2012,Zacatecas,155.2369,CentroNorte
01/01/2013,Zacatecas,141.0833,CentroNorte
01/04/2013,Zacatecas,175.7304,CentroNorte
01/07/2013,Zacatecas,163.4966,CentroNorte
01/10/2013,Zacatecas,153.4899,CentroNorte
01/01/2014,Zacatecas,155.5636,CentroNorte
01/04/2014,Zacatecas,179.6064,CentroNorte
01/07/2014,Zacatecas,180.277,CentroNorte
01/10/2014,Zacatecas,184.7201,CentroNorte
01/01/2015,Zacatecas,175.1145,CentroNorte
01/04/2015,Zacatecas,185.62,CentroNorte
01/07/2015,Zacatecas,204.6756,CentroNorte
01/10/2015,Zacatecas,190.275,CentroNorte
01/01/2016,Zacatecas,193.862,CentroNorte
01/04/2016,Zacatecas,228.4065,CentroNorte
01/07/2016,Zacatecas,228.8298,CentroNorte
01/10/2016,Zacatecas,226.9685,CentroNorte
01/01/2017,Zacatecas,223.4371,CentroNorte
01/04/2017,Zacatecas,260.4072,CentroNorte
01/07/2017,Zacatecas,260.2551,CentroNorte
01/10/2017,Zacatecas,261.2053,CentroNorte
01/01/2018,Zacatecas,228.198,CentroNorte
01/04/2018,Zacatecas,303.7115,CentroNorte
01/07/2018,Zacatecas,277.9812,CentroNorte
01/10/2018,Zacatecas,285.9793,CentroNorte
01/01/2019,Zacatecas,244.5881,CentroNorte
01/04/2019,Zacatecas,295.7832,CentroNorte
01/07/2019,Zacatecas,306.7315,CentroNorte
01/10/2019,Zacatecas,281.9137,CentroNorte
01/01/2020,Zacatecas,291.3003,CentroNorte
01/04/2020,Zacatecas,305.5302,CentroNorte
01/07/2020,Zacatecas,299.3661,CentroNorte
01/10/2020,Zacatecas,306.0885,CentroNorte
01/01/2021,Zacatecas,322.6596,CentroNorte
01/04/2021,Zacatecas,408.9089,CentroNorte
