Trimestre,Estado,Ingreso en millones de dolares
01/10/2014,San Luis Potosí,204.1698
01/01/2015,San Luis Potosí,179.7582
01/04/2015,San Luis Potosí,214.8015
01/07/2015,San Luis Potosí,236.4619
01/10/2015,San Luis Potosí,216.4019
01/01/2016,San Luis Potosí,206.5435
01/04/2016,San Luis Potosí,247.0238
01/07/2016,San Luis Potosí,255.2066
01/10/2016,San Luis Potosí,252.0547
01/01/2017,San Luis Potosí,242.8826
01/04/2017,San Luis Potosí,287.6311
01/07/2017,San Luis Potosí,293.4949
01/10/2017,San Luis Potosí,301.7785
01/01/2018,San Luis Potosí,255.2681
01/04/2018,San Luis Potosí,337.1455
01/07/2018,San Luis Potosí,324.5717
01/10/2018,San Luis Potosí,323.0747
01/01/2019,San Luis Potosí,282.1676
01/04/2019,San Luis Potosí,351.9687
01/07/2019,San Luis Potosí,368.8767
01/10/2019,San Luis Potosí,342.4491
01/01/2020,San Luis Potosí,326.207
01/04/2020,San Luis Potosí,367.9987
01/07/2020,San Luis Potosí,360.913
01/10/2020,San Luis Potosí,370.0801
01/01/2021,San Luis Potosí,338.6754
01/04/2021,San Luis Potosí,442.4094
01/01/2003,Sinaloa,69.2493
01/04/2003,Sinaloa,83.2809
01/07/2003,Sinaloa,85.0878
01/10/2003,Sinaloa,82.8952
01/01/2004,Sinaloa,80.152
01/04/2004,Sinaloa,100.6677
01/07/2004,Sinaloa,100.3545
01/10/2004,Sinaloa,92.8462
01/01/2005,Sinaloa,95.5535
01/04/2005,Sinaloa,119.0398
01/07/2005,Sinaloa,119.091
01/10/2005,Sinaloa,117.4473
01/01/2006,Sinaloa,115.7903
01/04/2006,Sinaloa,135.6063
01/07/2006,Sinaloa,129.1623
01/10/2006,Sinaloa,122.6601
01/01/2007,Sinaloa,123.1669
01/04/2007,Sinaloa,138.9435
01/07/2007,Sinaloa,134.2501
01/10/2007,Sinaloa,126.632
01/01/2008,Sinaloa,119.3994
01/04/2008,Sinaloa,133.0379
01/07/2008,Sinaloa,117.1215
01/10/2008,Sinaloa,118.1299
01/01/2009,Sinaloa,117.395
01/04/2009,Sinaloa,118.7825
01/07/2009,Sinaloa,113.144
01/10/2009,Sinaloa,107.424
01/01/2010,Sinaloa,110.9438
01/04/2010,Sinaloa,125.6836
01/07/2010,Sinaloa,117.0117
01/10/2010,Sinaloa,116.5805
01/01/2011,Sinaloa,118.1399
01/04/2011,Sinaloa,134.1303
01/07/2011,Sinaloa,133.8296
01/10/2011,Sinaloa,125.7215
01/01/2012,Sinaloa,124.5172
01/04/2012,Sinaloa,140.3322
01/07/2012,Sinaloa,121.0203
01/10/2012,Sinaloa,115.3557
01/01/2013,Sinaloa,118.4076
01/04/2013,Sinaloa,136.9659
01/07/2013,Sinaloa,126.6914
01/10/2013,Sinaloa,120.9119
01/01/2014,Sinaloa,126.5127
01/04/2014,Sinaloa,133.8585
01/07/2014,Sinaloa,123.337
01/10/2014,Sinaloa,133.3145
01/01/2015,Sinaloa,129.915
01/04/2015,Sinaloa,135.4496
01/07/2015,Sinaloa,134.4361
01/10/2015,Sinaloa,129.1246
01/01/2016,Sinaloa,137.184
01/04/2016,Sinaloa,147.025
01/07/2016,Sinaloa,165.7727
01/10/2016,Sinaloa,172.6891
01/01/2017,Sinaloa,169.7589
01/04/2017,Sinaloa,183.5853
01/07/2017,Sinaloa,176.4084
01/10/2017,Sinaloa,190.259
01/01/2018,Sinaloa,175.1716
01/04/2018,Sinaloa,210.9427
01/07/2018,Sinaloa,197.1036
01/10/2018,Sinaloa,223.8809
01/01/2019,Sinaloa,202.7191
01/04/2019,Sinaloa,236.3875
01/07/2019,Sinaloa,240.2133
01/10/2019,Sinaloa,243.6762
01/01/2020,Sinaloa,238.8584
01/04/2020,Sinaloa,276.2079
01/07/2020,Sinaloa,260.3312
01/10/2020,Sinaloa,263.995
01/01/2021,Sinaloa,267.1406
01/04/2021,Sinaloa,302.035
01/01/2003,Sonora,27.583
01/04/2003,Sonora,31.9094
01/07/2003,Sonora,35.8036
01/10/2003,Sonora,33.0345
01/01/2004,Sonora,35.7754
01/04/2004,Sonora,45.7665
01/07/2004,Sonora,46.1227
01/10/2004,Sonora,42.7561
01/01/2005,Sonora,62.7161
01/04/2005,Sonora,81.6243
01/07/2005,Sonora,76.4806
01/10/2005,Sonora,73.9052
01/01/2006,Sonora,86.2704
01/04/2006,Sonora,92.2918
01/07/2006,Sonora,77.3179
01/10/2006,Sonora,70.0857
01/01/2007,Sonora,77.4321
01/04/2007,Sonora,91.6572
01/07/2007,Sonora,87.0194
01/10/2007,Sonora,76.2324
01/01/2008,Sonora,77.8833
01/04/2008,Sonora,89.8568
01/07/2008,Sonora,76.4314
01/10/2008,Sonora,66.784
01/01/2009,Sonora,69.8534
01/04/2009,Sonora,75.9683
01/07/2009,Sonora,71.6559
01/10/2009,Sonora,61.2254
01/01/2010,Sonora,67.8625
01/04/2010,Sonora,76.2862
01/07/2010,Sonora,72.2103
01/10/2010,Sonora,75.6607
01/01/2011,Sonora,82.3034
01/04/2011,Sonora,86.5791
01/07/2011,Sonora,81.6954
01/10/2011,Sonora,76.3377
01/01/2012,Sonora,82.7191
01/04/2012,Sonora,91.6153
01/07/2012,Sonora,77.3882
01/10/2012,Sonora,75.0361
01/01/2013,Sonora,80.2588
01/04/2013,Sonora,94.0096
01/07/2013,Sonora,84.2469
01/10/2013,Sonora,82.6413
01/01/2014,Sonora,79.6202
01/04/2014,Sonora,89.1743
01/07/2014,Sonora,83.348
01/10/2014,Sonora,84.9692
01/01/2015,Sonora,85.1597
01/04/2015,Sonora,123.7923
01/07/2015,Sonora,95.3014
01/10/2015,Sonora,94.7861
01/01/2016,Sonora,99.5117
01/04/2016,Sonora,113.0398
01/07/2016,Sonora,101.7854
01/10/2016,Sonora,98.8292
01/01/2017,Sonora,99.9937
01/04/2017,Sonora,111.1176
01/07/2017,Sonora,115.304
01/10/2017,Sonora,121.6983
01/01/2018,Sonora,112.0583
01/04/2018,Sonora,141.0912
01/07/2018,Sonora,134.2599
01/10/2018,Sonora,142.8893
01/01/2019,Sonora,132.3228
01/04/2019,Sonora,156.4886
01/07/2019,Sonora,155.8952
01/10/2019,Sonora,148.2481
01/01/2020,Sonora,154.8999
01/04/2020,Sonora,183.7527
01/07/2020,Sonora,189.5668
01/10/2020,Sonora,179.7736
01/01/2021,Sonora,185.2031
01/04/2021,Sonora,226.1289
01/01/2003,Tabasco,17.3948
01/04/2003,Tabasco,21.6538
01/07/2003,Tabasco,23.3703
01/10/2003,Tabasco,23.4745
01/01/2004,Tabasco,20.2184
01/04/2004,Tabasco,27.8028
01/07/2004,Tabasco,29.571
01/10/2004,Tabasco,27.6926
01/01/2005,Tabasco,30.4254
01/04/2005,Tabasco,41.0172
01/07/2005,Tabasco,42.4056
01/10/2005,Tabasco,42.6102
01/01/2006,Tabasco,42.2574
01/04/2006,Tabasco,51.5967
01/07/2006,Tabasco,49.0842
01/10/2006,Tabasco,44.9006
01/01/2007,Tabasco,41.3904
01/04/2007,Tabasco,48.5989
01/07/2007,Tabasco,49.6426
01/10/2007,Tabasco,43.1923
01/01/2008,Tabasco,37.1659
01/04/2008,Tabasco,44.3609
01/07/2008,Tabasco,39.6832
01/10/2008,Tabasco,34.8073
01/01/2009,Tabasco,30.4462
01/04/2009,Tabasco,30.8374
01/07/2009,Tabasco,28.6507
01/10/2009,Tabasco,24.4774
01/01/2010,Tabasco,25.7252
01/04/2010,Tabasco,31.085
01/07/2010,Tabasco,29.075
01/10/2010,Tabasco,25.4575
01/01/2011,Tabasco,25.4771
01/04/2011,Tabasco,30.7569
01/07/2011,Tabasco,29.7844
01/10/2011,Tabasco,25.7101
01/01/2012,Tabasco,27.0595
01/04/2012,Tabasco,32.2949
01/07/2012,Tabasco,27.1435
01/10/2012,Tabasco,24.7656
01/01/2013,Tabasco,25.6197
01/04/2013,Tabasco,34.0058
01/07/2013,Tabasco,30.0632
01/10/2013,Tabasco,27.486
01/01/2014,Tabasco,30.2263
01/04/2014,Tabasco,37.9016
01/07/2014,Tabasco,31.5805
01/10/2014,Tabasco,31.2547
01/01/2015,Tabasco,28.4479
01/04/2015,Tabasco,84.8113
01/07/2015,Tabasco,34.1979
01/10/2015,Tabasco,33.6508
01/01/2016,Tabasco,32.3373
01/04/2016,Tabasco,40.1485
01/07/2016,Tabasco,39.8209
01/10/2016,Tabasco,41.868
01/01/2017,Tabasco,37.4872
01/04/2017,Tabasco,39.7234
01/07/2017,Tabasco,43.3051
01/10/2017,Tabasco,44.2654
01/01/2018,Tabasco,42.3217
01/04/2018,Tabasco,54.1946
01/07/2018,Tabasco,54.0017
01/10/2018,Tabasco,57.6945
01/01/2019,Tabasco,59.6536
01/04/2019,Tabasco,79.8031
01/07/2019,Tabasco,62.6929
01/10/2019,Tabasco,49.5461
01/01/2020,Tabasco,59.0307
01/04/2020,Tabasco,56.2194
01/07/2020,Tabasco,86.5798
01/10/2020,Tabasco,77.6601
01/01/2021,Tabasco,86.5801
01/04/2021,Tabasco,108.5302
01/01/2003,Tamaulipas,49.4152
01/04/2003,Tamaulipas,59.2699
01/07/2003,Tamaulipas,65.1417
01/10/2003,Tamaulipas,60.636
01/01/2004,Tamaulipas,57.9866
01/04/2004,Tamaulipas,77.5918
01/07/2004,Tamaulipas,78.5468
01/10/2004,Tamaulipas,69.978
01/01/2005,Tamaulipas,85.8051
01/04/2005,Tamaulipas,115.4852
01/07/2005,Tamaulipas,113.909
01/10/2005,Tamaulipas,110.1342
01/01/2006,Tamaulipas,116.3313
01/04/2006,Tamaulipas,135.3509
01/07/2006,Tamaulipas,127.3751
01/10/2006,Tamaulipas,117.6697
01/01/2007,Tamaulipas,113.4882
01/04/2007,Tamaulipas,141.027
01/07/2007,Tamaulipas,138.9266
01/10/2007,Tamaulipas,123.2447
01/01/2008,Tamaulipas,117.667
01/04/2008,Tamaulipas,137.6185
01/07/2008,Tamaulipas,128.3367
01/10/2008,Tamaulipas,116.8892
01/01/2009,Tamaulipas,104.4858
01/04/2009,Tamaulipas,109.2808
01/07/2009,Tamaulipas,108.3877
01/10/2009,Tamaulipas,92.8093
01/01/2010,Tamaulipas,87.9904
01/04/2010,Tamaulipas,112.806
01/07/2010,Tamaulipas,104.6083
01/10/2010,Tamaulipas,96.8922
01/01/2011,Tamaulipas,95.1302
01/04/2011,Tamaulipas,119.6336
01/07/2011,Tamaulipas,120.5552
01/10/2011,Tamaulipas,109.9808
01/01/2012,Tamaulipas,112.232
01/04/2012,Tamaulipas,139.1467
01/07/2012,Tamaulipas,121.9626
01/10/2012,Tamaulipas,112.1456
01/01/2013,Tamaulipas,146.1904
01/04/2013,Tamaulipas,195.388
01/07/2013,Tamaulipas,190.3911
01/10/2013,Tamaulipas,177.3135
01/01/2014,Tamaulipas,200.7822
01/04/2014,Tamaulipas,261.355
01/07/2014,Tamaulipas,190.8365
01/10/2014,Tamaulipas,180.1877
01/01/2015,Tamaulipas,142.7201
01/04/2015,Tamaulipas,185.8193
01/07/2015,Tamaulipas,180.1627
01/10/2015,Tamaulipas,167.9256
01/01/2016,Tamaulipas,147.7233
01/04/2016,Tamaulipas,172.9974
01/07/2016,Tamaulipas,168.0992
01/10/2016,Tamaulipas,164.7461
01/01/2017,Tamaulipas,155.1009
01/04/2017,Tamaulipas,179.3017
01/07/2017,Tamaulipas,194.6466
01/10/2017,Tamaulipas,199.4262
01/01/2018,Tamaulipas,171.2805
01/04/2018,Tamaulipas,215.7391
01/07/2018,Tamaulipas,212.9237
01/10/2018,Tamaulipas,203.9923
01/01/2019,Tamaulipas,185.8173
01/04/2019,Tamaulipas,233.2332
01/07/2019,Tamaulipas,237.0264
01/10/2019,Tamaulipas,216.9594
01/01/2020,Tamaulipas,205.6261
01/04/2020,Tamaulipas,238.4113
01/07/2020,Tamaulipas,260.6096
01/10/2020,Tamaulipas,239.9046
01/01/2021,Tamaulipas,235.3452
01/04/2021,Tamaulipas,295.0993
01/01/2003,Tlaxcala,28.7751
01/04/2003,Tlaxcala,37.302
01/07/2003,Tlaxcala,41.8739
01/10/2003,Tlaxcala,41.2394
01/01/2004,Tlaxcala,35.4409
01/04/2004,Tlaxcala,47.0415
01/07/2004,Tlaxcala,56.3409
01/10/2004,Tlaxcala,46.2692
01/01/2005,Tlaxcala,41.3286
01/04/2005,Tlaxcala,57.3201
01/07/2005,Tlaxcala,63.8884
01/10/2005,Tlaxcala,58.5633
01/01/2006,Tlaxcala,54.08
01/04/2006,Tlaxcala,72.3303
01/07/2006,Tlaxcala,76.5805
01/10/2006,Tlaxcala,67.6929
01/01/2007,Tlaxcala,61.3728
01/04/2007,Tlaxcala,78.5077
01/07/2007,Tlaxcala,87.2706
01/10/2007,Tlaxcala,76.1505
01/01/2008,Tlaxcala,64.1296
01/04/2008,Tlaxcala,80.5376
01/07/2008,Tlaxcala,84.2466
01/10/2008,Tlaxcala,76.2925
01/01/2009,Tlaxcala,60.8023
01/04/2009,Tlaxcala,67.1839
01/07/2009,Tlaxcala,71.9896
01/10/2009,Tlaxcala,58.884
01/01/2010,Tlaxcala,52.0879
01/04/2010,Tlaxcala,69.9081
01/07/2010,Tlaxcala,73.9488
01/10/2010,Tlaxcala,62.5753
01/01/2011,Tlaxcala,57.3454
01/04/2011,Tlaxcala,72.922
01/07/2011,Tlaxcala,80.313
01/10/2011,Tlaxcala,63.9656
01/01/2012,Tlaxcala,58.2083
01/04/2012,Tlaxcala,72.8836
01/07/2012,Tlaxcala,64.9322
01/10/2012,Tlaxcala,57.2127
01/01/2013,Tlaxcala,46.2452
01/04/2013,Tlaxcala,58.6031
01/07/2013,Tlaxcala,59.6653
01/10/2013,Tlaxcala,52.5558
01/01/2014,Tlaxcala,45.9429
01/04/2014,Tlaxcala,56.0366
01/07/2014,Tlaxcala,61.4405
01/10/2014,Tlaxcala,55.4379
01/01/2015,Tlaxcala,48.4601
01/04/2015,Tlaxcala,130.2564
01/07/2015,Tlaxcala,63.8779
01/10/2015,Tlaxcala,54.5097
01/01/2016,Tlaxcala,49.2795
01/04/2016,Tlaxcala,59.9378
01/07/2016,Tlaxcala,65.4381
01/10/2016,Tlaxcala,58.516
01/01/2017,Tlaxcala,54.0892
01/04/2017,Tlaxcala,63.0229
01/07/2017,Tlaxcala,68.4517
01/10/2017,Tlaxcala,63.9974
01/01/2018,Tlaxcala,51.715
01/04/2018,Tlaxcala,68.0039
01/07/2018,Tlaxcala,69.9106
01/10/2018,Tlaxcala,66.15
01/01/2019,Tlaxcala,54.0557
01/04/2019,Tlaxcala,68.3023
01/07/2019,Tlaxcala,72.8041
01/10/2019,Tlaxcala,61.4573
01/01/2020,Tlaxcala,53.6448
01/04/2020,Tlaxcala,55.0363
01/07/2020,Tlaxcala,70.7083
01/10/2020,Tlaxcala,64.7993
01/01/2021,Tlaxcala,59.1665
01/04/2021,Tlaxcala,78.8338
01/01/2003,Veracruz,209.5491
01/04/2003,Veracruz,255.6134
01/07/2003,Veracruz,263.1958
01/10/2003,Veracruz,270.8241
01/01/2004,Veracruz,233.0826
01/04/2004,Veracruz,312.2909
01/07/2004,Veracruz,322.8215
01/10/2004,Veracruz,299.8576
01/01/2005,Veracruz,279.4688
01/04/2005,Veracruz,360.141
01/07/2005,Veracruz,365.6277
01/10/2005,Veracruz,368.2441
01/01/2006,Veracruz,366.8171
01/04/2006,Veracruz,463.0845
01/07/2006,Veracruz,437.5936
01/10/2006,Veracruz,413.2864
01/01/2007,Veracruz,392.4725
01/04/2007,Veracruz,462.0967
01/07/2007,Veracruz,493.1091
01/10/2007,Veracruz,428.0511
01/01/2008,Veracruz,375.2192
01/04/2008,Veracruz,444.3432
01/07/2008,Veracruz,411.1512
01/10/2008,Veracruz,387.5952
01/01/2009,Veracruz,341.1452
01/04/2009,Veracruz,344.5329
01/07/2009,Veracruz,327.0306
01/10/2009,Veracruz,283.594
01/01/2010,Veracruz,280.9259
01/04/2010,Veracruz,346.9656
01/07/2010,Veracruz,324.0038
01/10/2010,Veracruz,285.5419
01/01/2011,Veracruz,291.7779
01/04/2011,Veracruz,353.3386
01/07/2011,Veracruz,339.6058
01/10/2011,Veracruz,288.3641
01/01/2012,Veracruz,288.3006
01/04/2012,Veracruz,349.7124
01/07/2012,Veracruz,275.3337
01/10/2012,Veracruz,262.663
01/01/2013,Veracruz,237.4112
01/04/2013,Veracruz,290.9245
01/07/2013,Veracruz,261.6828
01/10/2013,Veracruz,237.6371
01/01/2014,Veracruz,234.8284
01/04/2014,Veracruz,278.7559
01/07/2014,Veracruz,271.0018
01/10/2014,Veracruz,262.8266
01/01/2015,Veracruz,249.183
01/04/2015,Veracruz,264.9429
01/07/2015,Veracruz,285.9105
01/10/2015,Veracruz,261.4512
01/01/2016,Veracruz,259.9767
01/04/2016,Veracruz,294.4425
01/07/2016,Veracruz,283.4936
01/10/2016,Veracruz,286.0538
01/01/2017,Veracruz,303.8808
01/04/2017,Veracruz,327.7677
01/07/2017,Veracruz,326.0549
01/10/2017,Veracruz,328.5469
01/01/2018,Veracruz,289.5411
01/04/2018,Veracruz,373.7803
01/07/2018,Veracruz,358.8188
01/10/2018,Veracruz,361.5219
01/01/2019,Veracruz,324.0366
01/04/2019,Veracruz,397.0494
01/07/2019,Veracruz,417.209
01/10/2019,Veracruz,373.3032
01/01/2020,Veracruz,368.2978
01/04/2020,Veracruz,378.6018
01/07/2020,Veracruz,448.2654
01/10/2020,Veracruz,419.0197
01/01/2021,Veracruz,401.3375
01/04/2021,Veracruz,506.9472
01/01/2003,Yucatán,12.1488
01/04/2003,Yucatán,14.2889
01/07/2003,Yucatán,17.0359
01/10/2003,Yucatán,16.9372
01/01/2004,Yucatán,15.8887
01/04/2004,Yucatán,19.5704
01/07/2004,Yucatán,20.3736
01/10/2004,Yucatán,19.9137
01/01/2005,Yucatán,19.8693
01/04/2005,Yucatán,23.8946
01/07/2005,Yucatán,24.3301
01/10/2005,Yucatán,26.043
01/01/2006,Yucatán,26.3358
01/04/2006,Yucatán,30.9908
01/07/2006,Yucatán,32.2582
01/10/2006,Yucatán,32.4936
01/01/2007,Yucatán,31.3431
01/04/2007,Yucatán,34.355
01/07/2007,Yucatán,36.1851
01/10/2007,Yucatán,34.8684
01/01/2008,Yucatán,33.2093
01/04/2008,Yucatán,37.0123
01/07/2008,Yucatán,34.192
01/10/2008,Yucatán,31.7089
01/01/2009,Yucatán,28.0287
01/04/2009,Yucatán,28.8244
01/07/2009,Yucatán,27.5886
01/10/2009,Yucatán,25.4941
01/01/2010,Yucatán,27.3113
01/04/2010,Yucatán,29.4348
01/07/2010,Yucatán,29.1213
01/10/2010,Yucatán,26.8253
01/01/2011,Yucatán,27.47
01/04/2011,Yucatán,30.8103
01/07/2011,Yucatán,31.25
01/10/2011,Yucatán,28.2787
01/01/2012,Yucatán,29.1033
01/04/2012,Yucatán,32.0434
01/07/2012,Yucatán,29.0815
01/10/2012,Yucatán,28.9653
01/01/2013,Yucatán,29.807
01/04/2013,Yucatán,33.9141
01/07/2013,Yucatán,31.8192
01/10/2013,Yucatán,29.887
01/01/2014,Yucatán,30.3664
01/04/2014,Yucatán,32.9035
01/07/2014,Yucatán,33.4575
01/10/2014,Yucatán,32.5927
01/01/2015,Yucatán,32.4857
01/04/2015,Yucatán,39.5789
01/07/2015,Yucatán,35.0306
01/10/2015,Yucatán,32.9391
01/01/2016,Yucatán,32.7958
01/04/2016,Yucatán,36.6573
01/07/2016,Yucatán,36.9965
01/10/2016,Yucatán,36.3434
01/01/2017,Yucatán,41.0515
01/04/2017,Yucatán,45.2117
01/07/2017,Yucatán,47.2523
01/10/2017,Yucatán,47.4661
01/01/2018,Yucatán,45.0797
01/04/2018,Yucatán,54.234
01/07/2018,Yucatán,51.9384
01/10/2018,Yucatán,54.2537
01/01/2019,Yucatán,48.5296
01/04/2019,Yucatán,56.7025
01/07/2019,Yucatán,59.1506
01/10/2019,Yucatán,57.1004
01/01/2020,Yucatán,58.3251
01/04/2020,Yucatán,45.4005
01/07/2020,Yucatán,74.3865
01/10/2020,Yucatán,65.5741
01/01/2021,Yucatán,66.1321
01/04/2021,Yucatán,83.3338
01/01/2003,Zacatecas,85.7964
01/04/2003,Zacatecas,105.5812
01/07/2003,Zacatecas,107.3841
01/10/2003,Zacatecas,103.6052
01/01/2004,Zacatecas,101.06
01/04/2004,Zacatecas,133.6355
01/07/2004,Zacatecas,131.3582
01/10/2004,Zacatecas,118.5583
01/01/2005,Zacatecas,114.2931
01/04/2005,Zacatecas,146.3476
01/07/2005,Zacatecas,141.5848
01/10/2005,Zacatecas,138.2595
01/01/2006,Zacatecas,148.0112
01/04/2006,Zacatecas,185.3214
01/07/2006,Zacatecas,174.4959
01/10/2006,Zacatecas,159.8963
01/01/2007,Zacatecas,158.6429
01/04/2007,Zacatecas,184.2364
01/07/2007,Zacatecas,180.4492
01/10/2007,Zacatecas,164.0864
01/01/2008,Zacatecas,155.046
01/04/2008,Zacatecas,191.5485
01/07/2008,Zacatecas,168.9793
01/10/2008,Zacatecas,165.977
01/01/2009,Zacatecas,154.2323
01/04/2009,Zacatecas,154.482
01/07/2009,Zacatecas,139.7735
01/10/2009,Zacatecas,124.8077
01/01/2010,Zacatecas,136.8111
01/04/2010,Zacatecas,158.6751
01/07/2010,Zacatecas,148.5753
01/10/2010,Zacatecas,137.6504
01/01/2011,Zacatecas,142.615
01/04/2011,Zacatecas,168.0181
01/07/2011,Zacatecas,165.3853
01/10/2011,Zacatecas,149.4344
01/01/2012,Zacatecas,152.9931
01/04/2012,Zacatecas,187.3337
01/07/2012,Zacatecas,158.8864
01/10/2012,Zacatecas,155.2369
01/01/2013,Zacatecas,141.0833
01/04/2013,Zacatecas,175.7304
01/07/2013,Zacatecas,163.4966
01/10/2013,Zacatecas,153.4899
01/01/2014,Zacatecas,155.5636
01/04/2014,Zacatecas,179.6064
01/07/2014,Zacatecas,180.277
01/10/2014,Zacatecas,184.7201
01/01/2015,Zacatecas,175.1145
01/04/2015,Zacatecas,185.62
01/07/2015,Zacatecas,204.6756
01/10/2015,Zacatecas,190.275
01/01/2016,Zacatecas,193.862
01/04/2016,Zacatecas,228.4065
01/07/2016,Zacatecas,228.8298
01/10/2016,Zacatecas,226.9685
01/01/2017,Zacatecas,223.4371
01/04/2017,Zacatecas,260.4072
01/07/2017,Zacatecas,260.2551
01/10/2017,Zacatecas,261.2053
01/01/2018,Zacatecas,228.198
01/04/2018,Zacatecas,303.7115
01/07/2018,Zacatecas,277.9812
01/10/2018,Zacatecas,285.9793
01/01/2019,Zacatecas,244.5881
01/04/2019,Zacatecas,295.7832
01/07/2019,Zacatecas,306.7315
01/10/2019,Zacatecas,281.9137
01/01/2020,Zacatecas,291.3003
01/04/2020,Zacatecas,305.5302
01/07/2020,Zacatecas,299.3661
01/10/2020,Zacatecas,306.0885
01/01/2021,Zacatecas,322.6596
01/04/2021,Zacatecas,408.9089
